30.00,60.00,90.00,120.00,150.00,180.00,210.00,240.00,270.00,300.00,330.00,360.00,390.00,420.00,450.00,480.00,510.00,540.00,570.00,600.00,630.00,660.00,690.00,720.00,750.00,780.00,810.00,840.00,870.00,900.00,930.00,960.00,990.00,1020.00,1050.00,1080.00,1110.00,1140.00,1170.00,1200.00,1230.00,1260.00,1290.00,1320.00,1350.00,1380.00,1410.00,1440.00
10.22,10.34,10.56,11.04,11.02,10.87,11.05,11.04,10.44,11.23,10.85,10.21,10.4,10.61,11.87,11.72,11.15,11.84,12.78,13.09,14.53,15.44,15.94,17.22,16.87,14.59,17.13,17.02,16.65,17.81,17.38,17.75,14.69,13.47,13.53,13.28,13.45,13.55,13,12.78,12.96,13.37,12.71,12.82,12.74,13.42,13.43,12.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,11.1,11.7,12.3,12.9,13.5,14.1,14.7,15.3,15.9,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,14.75,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
